path,category,reason,archive_target,copy_verified,size_bytes
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/run_ecohbv_asrz_hbv11b_demo32_fixed.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/run_ecohbv_asrz_hbv11b_demo32_fixed.py,false,27636
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/run_model6_camelsind_petonly.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/run_model6_camelsind_petonly.py,false,45984
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/run_model6_closed_snow_asrz_simhyd_simple_demo32.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/run_model6_closed_snow_asrz_simhyd_simple_demo32.py,false,28053
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/run_model6_closed_snow_asrz_simhyd_simple_full671.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/run_model6_closed_snow_asrz_simhyd_simple_full671.py,false,20522
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/run_model6_closed_snow_asrz_simhyd_simple_hbv11snow_compare32.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/run_model6_closed_snow_asrz_simhyd_simple_hbv11snow_compare32.py,false,4075
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/run_model6_closed_snow_asrz_simhyd_simple_hbv11snow_demo32.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/run_model6_closed_snow_asrz_simhyd_simple_hbv11snow_demo32.py,false,2421
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/run_model6_closed_snow_asrz_simhyd_simple_laieco_full671.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/run_model6_closed_snow_asrz_simhyd_simple_laieco_full671.py,false,37618
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/run_model6_laieco_lstm_only_demo32.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/run_model6_laieco_lstm_only_demo32.py,false,18593
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/run_model6_lstmparam_petlai_full671.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/run_model6_lstmparam_petlai_full671.py,false,26050
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/run_model6_lstmparam_rnlaiet_dynamick_32basins.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/run_model6_lstmparam_rnlaiet_dynamick_32basins.py,false,58898
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/run_model6_rohini_exact_asrz_32basins_smoke.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/run_model6_rohini_exact_asrz_32basins_smoke.py,false,696
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/run_model6_rohini_exact_asrz_full671.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/run_model6_rohini_exact_asrz_full671.py,false,62035
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/run_model6_simhyd_rohiniet_asrz_32basins.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/run_model6_simhyd_rohiniet_asrz_32basins.py,false,417
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/run_model6_simhyd_rohiniet_asrz_full671.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/run_model6_simhyd_rohiniet_asrz_full671.py,false,43465
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/start_independent_validation_downloads.sh,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/start_independent_validation_downloads.sh,false,2961
/home/mircore/Desktop/diff_hydro/outputs/Diagnosis_ModelLowNSE_AridSlowGW,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/Diagnosis_ModelLowNSE_AridSlowGW,false,4283624
/home/mircore/Desktop/diff_hydro/outputs/Diagnosis_ModelSix_Ep30,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/Diagnosis_ModelSix_Ep30,false,839852948
/home/mircore/Desktop/diff_hydro/outputs/Diagnosis_ModelSix_PoorArid_Finetune,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/Diagnosis_ModelSix_PoorArid_Finetune,false,973
/home/mircore/Desktop/diff_hydro/outputs/IndependentValidationDownloads,retained_raw_data,independent ET/SM validation downloads retained locally,,false,106207658926
/home/mircore/Desktop/diff_hydro/outputs/Model6_AridConnectivity_AridOnly,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/Model6_AridConnectivity_AridOnly,false,2647929
/home/mircore/Desktop/diff_hydro/outputs/Model6_Epoch30_PhysicalAudit,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/Model6_Epoch30_PhysicalAudit,false,5307286
/home/mircore/Desktop/diff_hydro/outputs/Model6_ExternalValidation,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/Model6_ExternalValidation,false,8399068039
/home/mircore/Desktop/diff_hydro/outputs/Model6_GlobalPipeline_Audit,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/Model6_GlobalPipeline_Audit,false,2935262
/home/mircore/Desktop/diff_hydro/outputs/Model6_ZeroShot_LocalNonCONUS,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/Model6_ZeroShot_LocalNonCONUS,false,790182
/home/mircore/Desktop/diff_hydro/outputs/ModelLowNSE_AridPulse_PoorArid,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/ModelLowNSE_AridPulse_PoorArid,false,425701
/home/mircore/Desktop/diff_hydro/outputs/ModelLowNSE_AridSlowGW_PoorArid,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/ModelLowNSE_AridSlowGW_PoorArid,false,565575
/home/mircore/Desktop/diff_hydro/outputs/cache_conus_nonconus_india_modelsix,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/cache_conus_nonconus_india_modelsix,false,1449801090
/home/mircore/Desktop/diff_hydro/outputs/cache_logs,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/cache_logs,false,758
/home/mircore/Desktop/diff_hydro/outputs/cache_nonconus_india_modelsix,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/cache_nonconus_india_modelsix,false,1164839131
/home/mircore/Desktop/diff_hydro/outputs/camels_full_intermittency_classification.csv,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/camels_full_intermittency_classification.csv,false,88633
/home/mircore/Desktop/diff_hydro/outputs/caravan_global_cache_dir_usable5851,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/caravan_global_cache_dir_usable5851,false,2569498225
/home/mircore/Desktop/diff_hydro/outputs/caravan_global_cache_usable5851.npz,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/caravan_global_cache_usable5851.npz,false,1084871468
/home/mircore/Desktop/diff_hydro/outputs/caravan_global_subset_pilot448.json,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/caravan_global_subset_pilot448.json,false,10664
/home/mircore/Desktop/diff_hydro/outputs/caravan_global_train_safe.log,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/caravan_global_train_safe.log,false,0
/home/mircore/Desktop/diff_hydro/outputs/caravan_global_usable_basins.json,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/caravan_global_usable_basins.json,false,133906
/home/mircore/Desktop/diff_hydro/outputs/experiment_inventory,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/experiment_inventory,false,23060
/home/mircore/Desktop/diff_hydro/outputs/global_dataset_inventory,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/global_dataset_inventory,false,2034
/home/mircore/Desktop/diff_hydro/outputs/intermittency_64basins_train.csv,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/intermittency_64basins_train.csv,false,8734
/home/mircore/Desktop/diff_hydro/outputs/mixed_sub64_gt5zero_42per_22int_summary.csv,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/mixed_sub64_gt5zero_42per_22int_summary.csv,false,9304
/home/mircore/Desktop/diff_hydro/outputs/model7,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/model7,false,9530862
/home/mircore/Desktop/diff_hydro/outputs/plots_all671_hbv_ep10,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/plots_all671_hbv_ep10,false,171256
/home/mircore/Desktop/diff_hydro/outputs/report_dynamicsimhyd_vs_hbv_ep10,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/report_dynamicsimhyd_vs_hbv_ep10,false,2186638
/home/mircore/Desktop/diff_hydro/outputs/report_dynamicsimhyd_vs_hbv_ep5,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/report_dynamicsimhyd_vs_hbv_ep5,false,2181994
/home/mircore/Desktop/diff_hydro/outputs/report_model_five_vs_hbv_detailed_ep10,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/report_model_five_vs_hbv_detailed_ep10,false,1902314
/home/mircore/Desktop/diff_hydro/outputs/report_model_five_vs_hbv_ep10,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/report_model_five_vs_hbv_ep10,false,1795884
/home/mircore/Desktop/diff_hydro/outputs/report_model_five_vs_hbv_smoke,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/report_model_five_vs_hbv_smoke,false,432528
/home/mircore/Desktop/diff_hydro/outputs/report_model_six_vs_hbv_ep20,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/report_model_six_vs_hbv_ep20,false,1795329
/home/mircore/Desktop/diff_hydro/outputs/report_model_six_vs_hbv_ep5,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/report_model_six_vs_hbv_ep5,false,1765190
/home/mircore/Desktop/diff_hydro/outputs/report_model_sixv2_vs_hbv_ep10,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/report_model_sixv2_vs_hbv_ep10,false,1801172
/home/mircore/Desktop/diff_hydro/outputs/report_model_sixv2_vs_hbv_smoke,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/report_model_sixv2_vs_hbv_smoke,false,433759
/home/mircore/Desktop/diff_hydro/outputs/report_snowsimhydmc_heter_states_fluxes_ep14,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/report_snowsimhydmc_heter_states_fluxes_ep14,false,254851167
/home/mircore/Desktop/diff_hydro/outputs/report_snowsimhydmc_heter_vs_hbv_detailed_ep14,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/report_snowsimhydmc_heter_vs_hbv_detailed_ep14,false,9333146
/home/mircore/Desktop/diff_hydro/outputs/rnnStreamflow,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/rnnStreamflow,false,3982263020
/home/mircore/Desktop/diff_hydro/outputs/subset_395_basins_model6_ep30,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/subset_395_basins_model6_ep30,false,171700
/home/mircore/Desktop/diff_hydro/outputs/tmp_diag_train_q.csv,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/tmp_diag_train_q.csv,false,1233891
/home/mircore/Desktop/diff_hydro/outputs/vi_hbv_50step_eval,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/vi_hbv_50step_eval,false,41020981
/home/mircore/Desktop/diff_hydro/outputs/vi_hbv_8basins,moved_to_nas,outputs content not retained locally in clean package,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/outputs/vi_hbv_8basins,false,3144263
/home/mircore/Desktop/diff_hydro_publication,kept,new clean publication repo built from locked Model 6 assets,,false,1067441046
