variant,basin_id,parameter,min,max,mean,bound_low,bound_high,violation_count
Model6PhysicalFix_A_explicit_gate,6332515,component_weight_sum_error,0.0,0.0,0.0,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6332515,unit_hydrograph_sum_error_max,0.0,2.384185791015625e-07,1.043081283569336e-07,0.0,0.0001,0
Model6PhysicalFix_A_explicit_gate,6339100,INSC,1.2394061088562012,1.2394061088562012,1.2394062280654907,0.5,5.0,0
Model6PhysicalFix_A_explicit_gate,6339100,COEF_t,325.7213134765625,325.7213134765625,325.7213134765625,50.0,400.0,0
Model6PhysicalFix_A_explicit_gate,6339100,SQ_t,0.748965859413147,1.5946345329284668,0.8651525378227234,0.0,6.0,0
Model6PhysicalFix_A_explicit_gate,6339100,SMSC,353.44305419921875,353.44305419921875,353.4430847167969,50.0,500.0,0
Model6PhysicalFix_A_explicit_gate,6339100,SUB_t,0.0006400789134204388,0.3973191976547241,0.07699628174304962,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6339100,INTER_t,0.00013167402357794344,0.01930253952741623,0.004271191079169512,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6339100,RECH_t,0.587821364402771,0.9992282390594482,0.9187325239181519,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6339100,CRAK_t,0.587821364402771,0.9992282390594482,0.9187325239181519,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6339100,K_t,0.07259680330753326,0.07259680330753326,0.07259679585695267,0.003,0.3,0
Model6PhysicalFix_A_explicit_gate,6339100,LG_t,0.0973861888051033,0.0978720411658287,0.09754756093025208,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6339100,TT,-0.11417409777641296,-0.11417409777641296,-0.11417410522699356,-2.5,2.5,0
Model6PhysicalFix_A_explicit_gate,6339100,CFMAX_t,2.0433316230773926,3.025777578353882,2.0469841957092285,0.0,15.0,0
Model6PhysicalFix_A_explicit_gate,6339100,CFR,0.06530725955963135,0.06530725955963135,0.06530725955963135,0.0,0.1,0
Model6PhysicalFix_A_explicit_gate,6339100,CWH,0.024977907538414,0.024977907538414,0.024977905675768852,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6339100,SG_CRIT,183.90792846679688,183.90792846679688,183.90794372558594,0.0,300.0,0
Model6PhysicalFix_A_explicit_gate,6339100,partition_sum_error,0.0,1.1920928955078125e-07,3.155152583644849e-08,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6339100,component_weight_sum_error,0.0,0.0,0.0,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6339100,unit_hydrograph_sum_error_max,0.0,1.1920928955078125e-07,7.450580596923828e-08,0.0,0.0001,0
Model6PhysicalFix_A_explicit_gate,6339500,INSC,1.3047301769256592,1.3047301769256592,1.3047304153442383,0.5,5.0,0
Model6PhysicalFix_A_explicit_gate,6339500,COEF_t,335.7520446777344,335.7520446777344,335.75201416015625,50.0,400.0,0
Model6PhysicalFix_A_explicit_gate,6339500,SQ_t,0.9058845043182373,1.9671459197998047,1.0352836847305298,0.0,6.0,0
Model6PhysicalFix_A_explicit_gate,6339500,SMSC,342.6392822265625,342.6392822265625,342.6392517089844,50.0,500.0,0
Model6PhysicalFix_A_explicit_gate,6339500,SUB_t,0.00034009714727289975,0.3051546812057495,0.04911443963646889,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6339500,INTER_t,6.893331010360271e-05,0.012542142532765865,0.002457023598253727,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6339500,RECH_t,0.6827619075775146,0.9995909333229065,0.9484285116195679,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6339500,CRAK_t,0.6827619075775146,0.9995909333229065,0.9484285116195679,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6339500,K_t,0.09526388347148895,0.09526388347148895,0.09526390582323074,0.003,0.3,0
Model6PhysicalFix_A_explicit_gate,6339500,LG_t,0.08559466898441315,0.08641848713159561,0.08581645786762238,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6339500,TT,-0.38352274894714355,-0.38352274894714355,-0.38352277874946594,-2.5,2.5,0
Model6PhysicalFix_A_explicit_gate,6339500,CFMAX_t,2.0690765380859375,2.7872154712677,2.072415351867676,0.0,15.0,0
Model6PhysicalFix_A_explicit_gate,6339500,CFR,0.06659841537475586,0.06659841537475586,0.06659841537475586,0.0,0.1,0
Model6PhysicalFix_A_explicit_gate,6339500,CWH,0.025191495195031166,0.025191495195031166,0.025191497057676315,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6339500,SG_CRIT,176.92884826660156,176.92884826660156,176.92884826660156,0.0,300.0,0
Model6PhysicalFix_A_explicit_gate,6339500,partition_sum_error,0.0,1.1920928244535389e-07,3.300181461440843e-08,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6339500,component_weight_sum_error,0.0,0.0,0.0,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6339500,unit_hydrograph_sum_error_max,0.0,1.1920928955078125e-07,5.960464477539063e-08,0.0,0.0001,0
Model6PhysicalFix_A_explicit_gate,6344600,INSC,1.1698946952819824,1.1698946952819824,1.169894814491272,0.5,5.0,0
Model6PhysicalFix_A_explicit_gate,6344600,COEF_t,314.81207275390625,314.81207275390625,314.8120422363281,50.0,400.0,0
Model6PhysicalFix_A_explicit_gate,6344600,SQ_t,1.1068918704986572,2.3196921348571777,1.2722245454788208,0.0,6.0,0
Model6PhysicalFix_A_explicit_gate,6344600,SMSC,321.3994140625,321.3994140625,321.3993835449219,50.0,500.0,0
Model6PhysicalFix_A_explicit_gate,6344600,SUB_t,0.0009694708860479295,0.5028306245803833,0.105937659740448,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6344600,INTER_t,0.00017640118312556297,0.020759286358952522,0.005153840407729149,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6344600,RECH_t,0.4807605743408203,0.9988541007041931,0.8889085650444031,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6344600,CRAK_t,0.4807605743408203,0.9988541007041931,0.8889085650444031,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6344600,K_t,0.07796746492385864,0.07796746492385864,0.07796745747327805,0.003,0.3,0
Model6PhysicalFix_A_explicit_gate,6344600,LG_t,0.1000213697552681,0.10072469711303711,0.10024470090866089,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6344600,TT,-0.23337548971176147,-0.23337548971176147,-0.23337553441524506,-2.5,2.5,0
Model6PhysicalFix_A_explicit_gate,6344600,CFMAX_t,2.580962657928467,3.7118637561798096,2.5853703022003174,0.0,15.0,0
Model6PhysicalFix_A_explicit_gate,6344600,CFR,0.06528565287590027,0.06528565287590027,0.06528566032648087,0.0,0.1,0
Model6PhysicalFix_A_explicit_gate,6344600,CWH,0.013372818939387798,0.013372818939387798,0.013372818008065224,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6344600,SG_CRIT,190.93341064453125,190.93341064453125,190.9333953857422,0.0,300.0,0
Model6PhysicalFix_A_explicit_gate,6344600,partition_sum_error,0.0,1.1920928955078125e-07,3.083388122604447e-08,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6344600,component_weight_sum_error,0.0,0.0,0.0,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6344600,unit_hydrograph_sum_error_max,0.0,1.1920928955078125e-07,5.960464477539063e-08,0.0,0.0001,0
Model6PhysicalFix_A_explicit_gate,6350000,INSC,1.0304806232452393,1.0304806232452393,1.0304805040359497,0.5,5.0,0
Model6PhysicalFix_A_explicit_gate,6350000,COEF_t,330.48712158203125,330.48712158203125,330.4870910644531,50.0,400.0,0
Model6PhysicalFix_A_explicit_gate,6350000,SQ_t,0.8682951927185059,1.8600319623947144,0.9843938946723938,0.0,6.0,0
Model6PhysicalFix_A_explicit_gate,6350000,SMSC,289.02313232421875,289.02313232421875,289.0231628417969,50.0,500.0,0
Model6PhysicalFix_A_explicit_gate,6350000,SUB_t,0.0005887679290026426,0.38412630558013916,0.06284793466329575,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6350000,INTER_t,9.791369666345417e-05,0.012402179650962353,0.0027493371162563562,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6350000,RECH_t,0.6078359484672546,0.9993118643760681,0.9344027638435364,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6350000,CRAK_t,0.6078359484672546,0.9993118643760681,0.9344027638435364,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6350000,K_t,0.07484917342662811,0.07484917342662811,0.0748491883277893,0.003,0.3,0
Model6PhysicalFix_A_explicit_gate,6350000,LG_t,0.10475727915763855,0.1057853251695633,0.10506577789783478,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6350000,TT,0.2700740098953247,0.2700740098953247,0.27007395029067993,-2.5,2.5,0
Model6PhysicalFix_A_explicit_gate,6350000,CFMAX_t,1.7736190557479858,2.716071605682373,1.7765889167785645,0.0,15.0,0
Model6PhysicalFix_A_explicit_gate,6350000,CFR,0.07092106342315674,0.07092106342315674,0.07092107087373734,0.0,0.1,0
Model6PhysicalFix_A_explicit_gate,6350000,CWH,0.02417435497045517,0.02417435497045517,0.02417435497045517,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6350000,SG_CRIT,200.04212951660156,200.04212951660156,200.0421142578125,0.0,300.0,0
Model6PhysicalFix_A_explicit_gate,6350000,partition_sum_error,0.0,1.1179653114368193e-07,3.1715988058067524e-08,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6350000,component_weight_sum_error,0.0,0.0,0.0,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6350000,unit_hydrograph_sum_error_max,0.0,1.1920928955078125e-07,2.9802322387695312e-08,0.0,0.0001,0
Model6PhysicalFix_A_explicit_gate,6352000,INSC,0.9730515480041504,0.9730515480041504,0.9730514287948608,0.5,5.0,0
Model6PhysicalFix_A_explicit_gate,6352000,COEF_t,332.6417541503906,332.6417541503906,332.6417541503906,50.0,400.0,0
Model6PhysicalFix_A_explicit_gate,6352000,SQ_t,0.8035199642181396,1.6839239597320557,0.9153529405593872,0.0,6.0,0
Model6PhysicalFix_A_explicit_gate,6352000,SMSC,277.0492858886719,277.0492858886719,277.0492858886719,50.0,500.0,0
Model6PhysicalFix_A_explicit_gate,6352000,SUB_t,0.00047292106319218874,0.37909284234046936,0.058995362371206284,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6352000,INTER_t,8.840505324769765e-05,0.012149695307016373,0.0027682275976985693,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6352000,RECH_t,0.6120253205299377,0.9994387030601501,0.9382364153862,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6352000,CRAK_t,0.6120253205299377,0.9994387030601501,0.9382364153862,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6352000,K_t,0.07112789154052734,0.07112789154052734,0.07112789154052734,0.003,0.3,0
Model6PhysicalFix_A_explicit_gate,6352000,LG_t,0.10951580107212067,0.11065883934497833,0.10990902036428452,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6352000,TT,0.46915698051452637,0.46915698051452637,0.46915701031684875,-2.5,2.5,0
Model6PhysicalFix_A_explicit_gate,6352000,CFMAX_t,1.6009539365768433,2.5181567668914795,1.6037890911102295,0.0,15.0,0
Model6PhysicalFix_A_explicit_gate,6352000,CFR,0.07207238674163818,0.07207238674163818,0.07207237929105759,0.0,0.1,0
Model6PhysicalFix_A_explicit_gate,6352000,CWH,0.02701491117477417,0.02701491117477417,0.02701491117477417,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6352000,SG_CRIT,205.596435546875,205.596435546875,205.596435546875,0.0,300.0,0
Model6PhysicalFix_A_explicit_gate,6352000,partition_sum_error,0.0,1.1920928955078125e-07,3.197202502747132e-08,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6352000,component_weight_sum_error,0.0,0.0,0.0,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6352000,unit_hydrograph_sum_error_max,0.0,1.7881393432617188e-07,8.940696716308594e-08,0.0,0.0001,0
Model6PhysicalFix_A_explicit_gate,6353000,INSC,0.9948891401290894,0.9948891401290894,0.9948891997337341,0.5,5.0,0
Model6PhysicalFix_A_explicit_gate,6353000,COEF_t,361.466552734375,361.466552734375,361.466552734375,50.0,400.0,0
Model6PhysicalFix_A_explicit_gate,6353000,SQ_t,0.60715252161026,1.2898145914077759,0.693626344203949,0.0,6.0,0
Model6PhysicalFix_A_explicit_gate,6353000,SMSC,355.62432861328125,355.62432861328125,355.62432861328125,50.0,500.0,0
Model6PhysicalFix_A_explicit_gate,6353000,SUB_t,0.00016639467503409833,0.19237181544303894,0.021711815148591995,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6353000,INTER_t,3.452181408647448e-05,0.004734943620860577,0.0011731811100617051,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6353000,RECH_t,0.8037204742431641,0.9997990131378174,0.9771150350570679,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6353000,CRAK_t,0.8037204742431641,0.9997990131378174,0.9771150350570679,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6353000,K_t,0.08269000053405762,0.08269000053405762,0.08269000053405762,0.003,0.3,0
Model6PhysicalFix_A_explicit_gate,6353000,LG_t,0.10327596217393875,0.10493333637714386,0.10389258712530136,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6353000,TT,0.13445284962654114,0.13445284962654114,0.13445283472537994,-2.5,2.5,0
Model6PhysicalFix_A_explicit_gate,6353000,CFMAX_t,1.3702452182769775,2.1384477615356445,1.3725556135177612,0.0,15.0,0
Model6PhysicalFix_A_explicit_gate,6353000,CFR,0.06965083628892899,0.06965083628892899,0.06965082883834839,0.0,0.1,0
Model6PhysicalFix_A_explicit_gate,6353000,CWH,0.030074261128902435,0.030074261128902435,0.030074264854192734,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6353000,SG_CRIT,209.68577575683594,209.68577575683594,209.68576049804688,0.0,300.0,0
Model6PhysicalFix_A_explicit_gate,6353000,partition_sum_error,0.0,1.1920928244535389e-07,3.467916442900787e-08,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6353000,component_weight_sum_error,5.960464477539063e-08,5.960464477539063e-08,5.960464477539063e-08,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6353000,unit_hydrograph_sum_error_max,0.0,1.1920928955078125e-07,5.960464477539063e-08,0.0,0.0001,0
Model6PhysicalFix_A_explicit_gate,6354000,INSC,0.8922518491744995,0.8922518491744995,0.8922518491744995,0.5,5.0,0
Model6PhysicalFix_A_explicit_gate,6354000,COEF_t,370.22412109375,370.22412109375,370.22412109375,50.0,400.0,0
Model6PhysicalFix_A_explicit_gate,6354000,SQ_t,0.8151069283485413,1.7301017045974731,0.9399496912956238,0.0,6.0,0
Model6PhysicalFix_A_explicit_gate,6354000,SMSC,389.70928955078125,389.70928955078125,389.7092590332031,50.0,500.0,0
Model6PhysicalFix_A_explicit_gate,6354000,SUB_t,0.0005481349071487784,0.22918282449245453,0.03676695376634598,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6354000,INTER_t,6.72493624733761e-05,0.003772302530705929,0.0012529055820778012,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6354000,RECH_t,0.7682949304580688,0.9993846416473389,0.9619801640510559,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6354000,CRAK_t,0.7682949304580688,0.9993846416473389,0.9619801640510559,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6354000,K_t,0.12728317081928253,0.12728317081928253,0.12728317081928253,0.003,0.3,0
Model6PhysicalFix_A_explicit_gate,6354000,LG_t,0.08069023489952087,0.0821862667798996,0.08139904588460922,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6354000,TT,-0.5868480801582336,-0.5868480801582336,-0.5868481397628784,-2.5,2.5,0
Model6PhysicalFix_A_explicit_gate,6354000,CFMAX_t,1.585184931755066,2.3795950412750244,1.5878236293792725,0.0,15.0,0
Model6PhysicalFix_A_explicit_gate,6354000,CFR,0.06623576581478119,0.06623576581478119,0.06623578071594238,0.0,0.1,0
Model6PhysicalFix_A_explicit_gate,6354000,CWH,0.020823808386921883,0.020823808386921883,0.020823808386921883,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6354000,SG_CRIT,206.62718200683594,206.62718200683594,206.627197265625,0.0,300.0,0
Model6PhysicalFix_A_explicit_gate,6354000,partition_sum_error,0.0,1.1920928955078125e-07,3.424738181934117e-08,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6354000,component_weight_sum_error,0.0,0.0,0.0,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6354000,unit_hydrograph_sum_error_max,0.0,1.1920928955078125e-07,5.960464477539063e-08,0.0,0.0001,0
Model6PhysicalFix_A_explicit_gate,6360500,INSC,0.8316885232925415,0.8316885232925415,0.831688404083252,0.5,5.0,0
Model6PhysicalFix_A_explicit_gate,6360500,COEF_t,381.035888671875,381.035888671875,381.035888671875,50.0,400.0,0
Model6PhysicalFix_A_explicit_gate,6360500,SQ_t,1.1959927082061768,2.865919828414917,1.3975366353988647,0.0,6.0,0
Model6PhysicalFix_A_explicit_gate,6360500,SMSC,407.4468688964844,407.4468688964844,407.4468078613281,50.0,500.0,0
Model6PhysicalFix_A_explicit_gate,6360500,SUB_t,0.0012519886950030923,0.3392585813999176,0.054858963936567307,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6360500,INTER_t,0.00011159310815855861,0.0034651581663638353,0.0013477985048666596,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6360500,RECH_t,0.6586145162582397,0.9986361265182495,0.9437933564186096,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6360500,CRAK_t,0.6586145162582397,0.9986361265182495,0.9437933564186096,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6360500,K_t,0.1585215926170349,0.1585215926170349,0.1585216075181961,0.003,0.3,0
Model6PhysicalFix_A_explicit_gate,6360500,LG_t,0.06331367790699005,0.06411612778902054,0.06367519497871399,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6360500,TT,-1.1349774599075317,-1.1349774599075317,-1.1349774599075317,-2.5,2.5,0
Model6PhysicalFix_A_explicit_gate,6360500,CFMAX_t,1.8363754749298096,2.7807765007019043,1.8393051624298096,0.0,15.0,0
Model6PhysicalFix_A_explicit_gate,6360500,CFR,0.0617421418428421,0.0617421418428421,0.061742134392261505,0.0,0.1,0
Model6PhysicalFix_A_explicit_gate,6360500,CWH,0.011908762156963348,0.011908762156963348,0.011908762156963348,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6360500,SG_CRIT,200.5340118408203,200.5340118408203,200.53404235839844,0.0,300.0,0
Model6PhysicalFix_A_explicit_gate,6360500,partition_sum_error,0.0,1.1920928955078125e-07,3.4200844822862564e-08,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6360500,component_weight_sum_error,0.0,0.0,0.0,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6360500,unit_hydrograph_sum_error_max,0.0,2.384185791015625e-07,8.940696716308594e-08,0.0,0.0001,0
Model6PhysicalFix_A_explicit_gate,6404000,INSC,1.140013337135315,1.140013337135315,1.140013337135315,0.5,5.0,0
Model6PhysicalFix_A_explicit_gate,6404000,COEF_t,286.78125,286.78125,286.78125,50.0,400.0,0
Model6PhysicalFix_A_explicit_gate,6404000,SQ_t,1.4343148469924927,4.094581604003906,1.8446370363235474,0.0,6.0,0
Model6PhysicalFix_A_explicit_gate,6404000,SMSC,215.84628295898438,215.84628295898438,215.84628295898438,50.0,500.0,0
Model6PhysicalFix_A_explicit_gate,6404000,SUB_t,0.002434228314086795,0.6734994649887085,0.20280055701732635,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6404000,INTER_t,0.00035722492611967027,0.027009882032871246,0.008005130104720592,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6404000,RECH_t,0.30601954460144043,0.9972085952758789,0.7891942858695984,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6404000,CRAK_t,0.30601954460144043,0.9972085952758789,0.7891942858695984,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6404000,K_t,0.06785523146390915,0.06785523146390915,0.06785523146390915,0.003,0.3,0
Model6PhysicalFix_A_explicit_gate,6404000,LG_t,0.07170695811510086,0.07258746027946472,0.07224292308092117,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6404000,TT,0.18474239110946655,0.18474239110946655,0.18474240601062775,-2.5,2.5,0
Model6PhysicalFix_A_explicit_gate,6404000,CFMAX_t,2.43131422996521,4.636823654174805,2.4391372203826904,0.0,15.0,0
Model6PhysicalFix_A_explicit_gate,6404000,CFR,0.05913596600294113,0.05913596600294113,0.05913596972823143,0.0,0.1,0
Model6PhysicalFix_A_explicit_gate,6404000,CWH,0.010251354426145554,0.010251354426145554,0.010251355357468128,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6404000,SG_CRIT,178.79592895507812,178.79592895507812,178.79591369628906,0.0,300.0,0
Model6PhysicalFix_A_explicit_gate,6404000,partition_sum_error,0.0,1.1920928955078125e-07,2.822563160975733e-08,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6404000,component_weight_sum_error,0.0,0.0,0.0,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6404000,unit_hydrograph_sum_error_max,0.0,1.1920928955078125e-07,5.960464477539063e-08,0.0,0.0001,0
Model6PhysicalFix_A_explicit_gate,6406000,INSC,1.4839454889297485,1.4839454889297485,1.483945608139038,0.5,5.0,0
Model6PhysicalFix_A_explicit_gate,6406000,COEF_t,313.8482666015625,313.8482666015625,313.8482360839844,50.0,400.0,0
Model6PhysicalFix_A_explicit_gate,6406000,SQ_t,0.9047645926475525,2.573975086212158,1.1205438375473022,0.0,6.0,0
Model6PhysicalFix_A_explicit_gate,6406000,SMSC,254.12864685058594,254.12864685058594,254.12863159179688,50.0,500.0,0
Model6PhysicalFix_A_explicit_gate,6406000,SUB_t,0.000482720322906971,0.5856356620788574,0.07793865352869034,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6406000,INTER_t,0.0001339931332040578,0.025293929502367973,0.005106864031404257,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6406000,RECH_t,0.39538151025772095,0.9993832111358643,0.9169543981552124,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6406000,CRAK_t,0.39538151025772095,0.9993832111358643,0.9169543981552124,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6406000,K_t,0.06869804859161377,0.06869804859161377,0.06869804859161377,0.003,0.3,0
Model6PhysicalFix_A_explicit_gate,6406000,LG_t,0.0816388726234436,0.08211763203144073,0.08183521032333374,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6406000,TT,-0.05282816290855408,-0.05282816290855408,-0.05282816290855408,-2.5,2.5,0
Model6PhysicalFix_A_explicit_gate,6406000,CFMAX_t,2.3812568187713623,4.441188812255859,2.3870580196380615,0.0,15.0,0
Model6PhysicalFix_A_explicit_gate,6406000,CFR,0.06445787847042084,0.06445787847042084,0.06445788592100143,0.0,0.1,0
Model6PhysicalFix_A_explicit_gate,6406000,CWH,0.011523676104843616,0.011523676104843616,0.011523677967488766,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6406000,SG_CRIT,169.3782958984375,169.3782958984375,169.37828063964844,0.0,300.0,0
Model6PhysicalFix_A_explicit_gate,6406000,partition_sum_error,0.0,1.1217517226214113e-07,3.139479076708085e-08,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6406000,component_weight_sum_error,0.0,0.0,0.0,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6406000,unit_hydrograph_sum_error_max,0.0,1.1920928955078125e-07,7.450580596923828e-08,0.0,0.0001,0
Model6PhysicalFix_A_explicit_gate,6408700,INSC,0.8700278997421265,0.8700278997421265,0.8700278997421265,0.5,5.0,0
Model6PhysicalFix_A_explicit_gate,6408700,COEF_t,299.71795654296875,299.71795654296875,299.718017578125,50.0,400.0,0
Model6PhysicalFix_A_explicit_gate,6408700,SQ_t,0.6551130414009094,2.0734682083129883,0.9722210168838501,0.0,6.0,0
Model6PhysicalFix_A_explicit_gate,6408700,SMSC,220.46499633789062,220.46499633789062,220.46498107910156,50.0,500.0,0
Model6PhysicalFix_A_explicit_gate,6408700,SUB_t,0.000891232630237937,0.3968418836593628,0.08013440668582916,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6408700,INTER_t,0.00020343248615972698,0.04397161304950714,0.0054174610413610935,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6408700,RECH_t,0.5591864585876465,0.9989053010940552,0.9144481420516968,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6408700,CRAK_t,0.5591864585876465,0.9989053010940552,0.9144481420516968,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6408700,K_t,0.03990473225712776,0.03990473225712776,0.03990473225712776,0.003,0.3,0
Model6PhysicalFix_A_explicit_gate,6408700,LG_t,0.0515936054289341,0.05201859027147293,0.0518379844725132,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6408700,TT,0.2871933579444885,0.2871933579444885,0.28719332814216614,-2.5,2.5,0
Model6PhysicalFix_A_explicit_gate,6408700,CFMAX_t,1.711951494216919,3.5259599685668945,1.7277345657348633,0.0,15.0,0
Model6PhysicalFix_A_explicit_gate,6408700,CFR,0.06510958075523376,0.06510958075523376,0.06510958075523376,0.0,0.1,0
Model6PhysicalFix_A_explicit_gate,6408700,CWH,0.033698081970214844,0.033698081970214844,0.033698081970214844,0.0,0.2,0
Model6PhysicalFix_A_explicit_gate,6408700,SG_CRIT,138.25856018066406,138.25856018066406,138.25856018066406,0.0,300.0,0
Model6PhysicalFix_A_explicit_gate,6408700,partition_sum_error,0.0,1.1718558567963555e-07,3.2115682557787295e-08,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6408700,component_weight_sum_error,0.0,0.0,0.0,0.0,1e-05,0
Model6PhysicalFix_A_explicit_gate,6408700,unit_hydrograph_sum_error_max,5.960464477539063e-08,2.384185791015625e-07,1.341104507446289e-07,0.0,0.0001,0
Model6PhysicalFix_A_explicit_gate,6409000,INSC,0.8585414290428162,0.8585414290428162,0.8585413694381714,0.5,5.0,0
Model6PhysicalFix_A_explicit_gate,6409000,COEF_t,298.10400390625,298.10400390625,298.1039733886719,50.0,400.0,0
Model6PhysicalFix_A_explicit_gate,6409000,SQ_t,0.6337979435920715,1.9941903352737427,0.9209297299385071,0.0,6.0,0
Model6PhysicalFix_A_explicit_gate,6409000,SMSC,225.667724609375,225.667724609375,225.667724609375,50.0,500.0,0
Model6PhysicalFix_A_explicit_gate,6409000,SUB_t,0.0006476178532466292,0.36946454644203186,0.07312211394309998,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6409000,INTER_t,0.00016507355030626059,0.04232316464185715,0.005188404582440853,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6409000,RECH_t,0.5882968306541443,0.9991872906684875,0.9216894507408142,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6409000,CRAK_t,0.5882968306541443,0.9991872906684875,0.9216894507408142,0.0,1.0,0
Model6PhysicalFix_A_explicit_gate,6409000,K_t,0.043705716729164124,0.043705716729164124,0.043705713003873825,0.003,0.3,0
Model6PhysicalFix_A_explicit_gate,6409000,LG_t,0.052871160209178925,0.05347050726413727,0.053169649094343185,0.0,0.2,0
